 Sample   Time     Commanded Pos   Encoder 1 Pos   Control Effort

[    0    0.000            2000               1         -0.0476;
   322    1.996            2000            1880          1.7735;
   323    2.002            2000            1880          1.7747;
   324    2.008            2000            1880          1.7759;
   325    2.014            2000            1880          1.7772;
   326    2.021            2000            1881          1.7784;
   327    2.027            2000            1881          1.7796;
   328    2.033            2000            1881          1.7808;
   329    2.039            2000            1881          1.7814;
   330    2.045            2000            1882          1.7827;
   331    2.052            2000            1882          1.7839;
   332    2.058            2000            1882          1.7851;
   333    2.064            2000            1882          1.7863;
   334    2.070            2000            1883          1.7875;
   335    2.076            2000            1883          1.7882;
   336    2.083            2000            1883          1.7894;
   337    2.089            2000            1883          1.7906;
   338    2.095            2000            1884          1.7918;
   339    2.101            2000            1884          1.7930;
   340    2.107            2000            1884          1.7943;
   341    2.113            2000            1885          1.7949;
   342    2.120            2000            1885          1.7961;
   343    2.126            2000            1885          1.7973;
   344    2.132            2000            1885          1.7985;
   345    2.138            2000            1886          1.7998;
   346    2.144            2000            1886          1.8004;
   347    2.151            2000            1886          1.8016;
   348    2.157            2000            1887          1.8028;
   349    2.163            2000            1887          1.8040;
   350    2.169            2000            1888          1.8046;
   351    2.175            2000            1888          1.8059;
   352    2.182            2000            1888          1.8071;
   353    2.188            2000            1889          1.8083;
   354    2.194            2000            1889          1.8089;
   355    2.200            2000            1890          1.8101;
   356    2.206            2000            1891          1.8114;
   357    2.213            2000            1891          1.8120;
   358    2.219            2000            1892          1.8132;
   359    2.225            2000            1892          1.8144;
   360    2.231            2000            1893          1.8150;
   361    2.237            2000            1894          1.8162;
   362    2.244            2000            1895          1.8168;
   363    2.250            2000            1897          1.8181;
   364    2.256            2000            1898          1.8187;
   365    2.262            2000            1899          1.8199;
   366    2.268            2000            1901          1.8205;
   367    2.275            2000            1903          1.8211;
   368    2.281            2000            1905          1.8223;
   369    2.287            2000            1907          1.8230;
   370    2.293            2000            1909          1.8236;
   371    2.299            2000            1911          1.8242;
   372    2.306            2000            1914          1.8248;
   373    2.312            2000            1917          1.8254;
   374    2.318            2000            1920          1.8260;
   375    2.324            2000            1923          1.8266;
   376    2.330            2000            1927          1.8272;
   377    2.337            2000            1930          1.8272;
   378    2.343            2000            1933          1.8278;
   379    2.349            2000            1937          1.8278;
   380    2.355            2000            1940          1.8284;
   381    2.361            2000            1943          1.8284;
   382    2.368            2000            1946          1.8291;
   383    2.374            2000            1949          1.8291;
   384    2.380            2000            1952          1.8297;
   385    2.386            2000            1954          1.8297;
   386    2.392            2000            1957          1.8297;
   387    2.399            2000            1958          1.8303;
   388    2.405            2000            1960          1.8303;
   389    2.411            2000            1962          1.8303;
   390    2.417            2000            1963          1.8309;
   391    2.423            2000            1964          1.8309;
   392    2.430            2000            1964          1.8315;
   393    2.436            2000            1965          1.8315;
   394    2.442            2000            1966          1.8321;
   395    2.448            2000            1966          1.8321;
   396    2.454            2000            1966          1.8327;
   397    2.461            2000            1966          1.8327;
   398    2.467            2000            1966          1.8333;
   399    2.473            2000            1966          1.8333;
   400    2.479            2000            1967          1.8339;
   401    2.485            2000            1967          1.8339;
   402    2.492            2000            1967          1.8346;
   403    2.498            2000            1967          1.8346;
   404    2.504            2000            1967          1.8352;
   405    2.510            2000            1967          1.8352;
   406    2.516            2000            1967          1.8358;
   407    2.523            2000            1967          1.8358;
   408    2.529            2000            1967          1.8364;
   409    2.535            2000            1967          1.8364;
   410    2.541            2000            1967          1.8370;
   411    2.547            2000            1967          1.8370;
   412    2.554            2000            1968          1.8376;
   413    2.560            2000            1968          1.8376;
   414    2.566            2000            1968          1.8382;
   415    2.572            2000            1968          1.8382;
   416    2.578            2000            1968          1.8388;
   417    2.585            2000            1968          1.8388;
   418    2.591            2000            1968          1.8394;
   419    2.597            2000            1968          1.8394;
   420    2.603            2000            1968          1.8400;
   421    2.609            2000            1968          1.8400;
   422    2.616            2000            1968          1.8407;
   423    2.622            2000            1968          1.8407;
   424    2.628            2000            1969          1.8413;
   425    2.634            2000            1969          1.8413;
   426    2.640            2000            1969          1.8419;
   427    2.647            2000            1969          1.8419;
   428    2.653            2000            1969          1.8425;
   429    2.659            2000            1969          1.8425;
   430    2.665            2000            1969          1.8431;
   431    2.671            2000            1969          1.8431;
   432    2.678            2000            1969          1.8437;
   433    2.684            2000            1969          1.8437;
   434    2.690            2000            1970          1.8443;
   435    2.696            2000            1970          1.8443;
   436    2.702            2000            1970          1.8449;
   437    2.708            2000            1970          1.8449;
   438    2.715            2000            1970          1.8455;
   439    2.721            2000            1970          1.8455;
   440    2.727            2000            1970          1.8455;
   441    2.733            2000            1970          1.8462;
   442    2.739            2000            1971          1.8462;
   443    2.746            2000            1971          1.8468;
   444    2.752            2000            1971          1.8468;
   445    2.758            2000            1971          1.8474;
   446    2.764            2000            1971          1.8474;
   447    2.770            2000            1971          1.8480;
   448    2.777            2000            1971          1.8480;
   449    2.783            2000            1972          1.8480;
   450    2.789            2000            1972          1.8486;
   451    2.795            2000            1972          1.8486;
   452    2.801            2000            1972          1.8492;
   453    2.808            2000            1972          1.8492;
   454    2.814            2000            1973          1.8498;
   455    2.820            2000            1973          1.8498;
   456    2.826            2000            1973          1.8498;
   457    2.832            2000            1973          1.8504;
   458    2.839            2000            1974          1.8504;
   459    2.845            2000            1974          1.8510;
   460    2.851            2000            1974          1.8510;
   461    2.857            2000            1975          1.8510;
   462    2.863            2000            1975          1.8516;
   463    2.870            2000            1975          1.8516;
   464    2.876            2000            1976          1.8516;
   465    2.882            2000            1976          1.8523;
   466    2.888            2000            1976          1.8523;
   467    2.894            2000            1977          1.8523;
   468    2.901            2000            1977          1.8529;
   469    2.907            2000            1978          1.8529;
